ID	Day	Empty	Multiple	Dead.Stain..intensity.	Total.Reads	Uniquely Aligned
d0_Col_10_Row_33	0	FALSE	FALSE	68.869	277752	145713
d0_Col_10_Row_34	0	FALSE	FALSE	66.545	458769	227604
d0_Col_10_Row_35	0	FALSE	FALSE	66.343	353620	168892
d0_Col_10_Row_36	0	FALSE	FALSE	66.506	354535	180235
d0_Col_10_Row_37	0	FALSE	FALSE	66.577	368174	176016
d0_Col_10_Row_38	0	FALSE	FALSE	66.844	349100	185554
d0_Col_10_Row_39	0	FALSE	FALSE	66.473	424188	210753
d0_Col_10_Row_40	0	FALSE	FALSE	69.112	384169	183935
d1_Col_01_Row_1	1	FALSE	FALSE	66.237	377653	182704
d1_Col_01_Row_2	1	FALSE	FALSE	66.417	493190	254411
d1_Col_01_Row_3	1	FALSE	FALSE	66.207	366631	186005
d1_Col_01_Row_4	1	FALSE	FALSE	66.278	433169	220720
d1_Col_01_Row_5	1	FALSE	FALSE	67.065	309701	154264
d1_Col_01_Row_6	1	FALSE	FALSE	66.398	468646	232765
d1_Col_01_Row_7	1	FALSE	FALSE	66.429	420485	208743
d1_Col_01_Row_8	1	FALSE	FALSE	66.447	266601	134077
d1_Col_01_Row_9	1	FALSE	FALSE	66.273	66493	33441
d1_Col_01_Row_10	1	FALSE	FALSE	66.576	182007	94996
d1_Col_01_Row_11	1	FALSE	FALSE	66.516	140847	64467
d1_Col_01_Row_12	1	FALSE	FALSE	66.153	339192	170001
d1_Col_01_Row_13	1	FALSE	FALSE	67.056	105166	42050
d1_Col_01_Row_14	1	FALSE	FALSE	66.75	419921	224846
d1_Col_01_Row_15	1	FALSE	FALSE	66.527	395780	190228
d1_Col_01_Row_16	1	FALSE	FALSE	66.533	534455	264677
d1_Col_01_Row_17	1	TRUE	FALSE	67.135	52217	23717
d1_Col_01_Row_18	1	FALSE	FALSE	66.474	478296	235922
d1_Col_01_Row_19	1	FALSE	FALSE	66.381	342646	175700
d1_Col_01_Row_20	1	FALSE	FALSE	66.496	373884	181176
d1_Col_01_Row_21	1	FALSE	FALSE	66.958	416139	201139
d1_Col_01_Row_22	1	FALSE	FALSE	66.583	712728	373995
d1_Col_01_Row_23	1	FALSE	FALSE	66.123	372046	186119
d1_Col_01_Row_24	1	FALSE	FALSE	66.06	359190	179347
d1_Col_01_Row_25	1	FALSE	FALSE	66.143	452555	234213
d1_Col_01_Row_26	1	FALSE	FALSE	66.098	23480	7401
d1_Col_01_Row_27	1	FALSE	FALSE	66.934	511614	254521
d1_Col_01_Row_28	1	FALSE	FALSE	66.14	471618	243521
d1_Col_01_Row_29	1	FALSE	FALSE	66.762	368924	191890
d1_Col_01_Row_30	1	FALSE	FALSE	66.337	487434	248162
d1_Col_01_Row_31	1	FALSE	FALSE	66.321	463511	224118
d1_Col_01_Row_32	1	FALSE	FALSE	67.013	427813	214523
d1_Col_01_Row_33	1	FALSE	FALSE	66.521	169103	76478
d1_Col_01_Row_34	1	FALSE	FALSE	66.05	464193	236867
d1_Col_01_Row_35	1	FALSE	FALSE	66.301	439933	224010
d1_Col_01_Row_36	1	FALSE	FALSE	66.224	85517	36657
d1_Col_01_Row_37	1	FALSE	FALSE	66.615	514985	250780
d1_Col_01_Row_38	1	FALSE	FALSE	66.164	602124	313850
d1_Col_01_Row_39	1	FALSE	FALSE	66.103	361621	189304
d1_Col_01_Row_40	1	FALSE	FALSE	66.125	335957	170696
d1_Col_02_Row_1	1	FALSE	FALSE	66.699	398247	192860
d1_Col_02_Row_2	1	FALSE	FALSE	66.777	336659	160727
d1_Col_02_Row_3	1	FALSE	FALSE	66.408	485509	234948
d1_Col_02_Row_4	1	FALSE	FALSE	66.444	350951	156143
d1_Col_02_Row_5	1	FALSE	FALSE	66.173	333796	157664
d1_Col_02_Row_6	1	FALSE	FALSE	66.383	366695	156399
d1_Col_02_Row_7	1	FALSE	FALSE	66.092	368045	177145
d1_Col_02_Row_8	1	FALSE	FALSE	66.275	314320	149492
d1_Col_02_Row_9	1	FALSE	FALSE	66.078	42851	20753
d1_Col_02_Row_10	1	FALSE	FALSE	66.332	135238	62620
d1_Col_02_Row_11	1	FALSE	FALSE	66.025	174843	79681
d1_Col_02_Row_12	1	FALSE	FALSE	66.26	291296	139314
d1_Col_02_Row_13	1	FALSE	FALSE	559.071	29276	12906
d1_Col_02_Row_14	1	FALSE	FALSE	66.377	401065	182682
d1_Col_02_Row_15	1	FALSE	FALSE	66.059	327020	145848
d1_Col_02_Row_16	1	FALSE	FALSE	66.663	97383	40330
d1_Col_02_Row_17	1	FALSE	FALSE	66.728	375346	178553
d1_Col_02_Row_18	1	FALSE	FALSE	72.18	24941	9414
d1_Col_02_Row_19	1	FALSE	FALSE	66.507	335687	160401
d1_Col_02_Row_20	1	FALSE	FALSE	66.323	365328	181204
d1_Col_02_Row_21	1	FALSE	FALSE	66.507	369082	178061
d1_Col_02_Row_22	1	FALSE	FALSE	66.467	406361	201863
d1_Col_02_Row_23	1	FALSE	FALSE	66.132	398340	198786
d1_Col_02_Row_24	1	FALSE	FALSE	66.314	346172	165372
d1_Col_02_Row_25	1	FALSE	FALSE	66.311	335415	147511
d1_Col_02_Row_26	1	FALSE	FALSE	66.668	9866	3339
d1_Col_02_Row_27	1	FALSE	FALSE	66.751	352664	169253
d1_Col_02_Row_28	1	FALSE	FALSE	66.326	435282	219535
d1_Col_02_Row_29	1	FALSE	FALSE	66.382	428192	197540
d1_Col_02_Row_30	1	FALSE	FALSE	66.233	339781	167756
d1_Col_02_Row_31	1	FALSE	FALSE	66.235	485128	227204
d1_Col_02_Row_32	1	TRUE	FALSE	65.619	15213	6801
d1_Col_02_Row_33	1	FALSE	FALSE	66.248	402037	183879
d1_Col_02_Row_34	1	FALSE	FALSE	66.628	389542	174355
d1_Col_02_Row_35	1	FALSE	FALSE	66.259	364026	169471
d1_Col_02_Row_36	1	FALSE	FALSE	66.663	13749	5850
d1_Col_02_Row_37	1	FALSE	FALSE	66.319	428492	214455
d1_Col_02_Row_38	1	FALSE	FALSE	66.436	392285	191438
d1_Col_02_Row_39	1	FALSE	FALSE	66.225	378425	171878
d1_Col_02_Row_40	1	FALSE	FALSE	66.423	219644	96946
d1_Col_03_Row_1	1	FALSE	FALSE	66.03	389880	188289
d1_Col_03_Row_2	1	FALSE	FALSE	66.28	395572	201545
d1_Col_03_Row_3	1	FALSE	FALSE	66.379	440668	222256
d1_Col_03_Row_4	1	FALSE	FALSE	66.638	371856	188573
d1_Col_03_Row_5	1	FALSE	FALSE	66.418	234979	123522
d1_Col_03_Row_6	1	FALSE	FALSE	66.379	408569	224117
d1_Col_03_Row_7	1	FALSE	FALSE	66.206	342057	180595
d1_Col_03_Row_8	1	FALSE	FALSE	66.218	318391	161033
d1_Col_03_Row_9	1	FALSE	FALSE	66.29	62620	30633
d1_Col_03_Row_10	1	FALSE	FALSE	66.18	180587	92854
d1_Col_03_Row_11	1	FALSE	FALSE	66.388	250915	129145
d1_Col_03_Row_12	1	FALSE	FALSE	66.333	320745	169270
d1_Col_03_Row_13	1	FALSE	FALSE	66.33	401375	201557
d1_Col_03_Row_14	1	FALSE	FALSE	66.083	315460	165538
d1_Col_03_Row_15	1	FALSE	FALSE	65.886	386927	199629
d1_Col_03_Row_16	1	FALSE	FALSE	66.191	430876	217175
d1_Col_03_Row_17	1	FALSE	FALSE	65.989	307704	162059
d1_Col_03_Row_18	1	FALSE	FALSE	66.169	369019	201381
d1_Col_03_Row_19	1	FALSE	FALSE	65.816	332774	162718
d1_Col_03_Row_20	1	FALSE	FALSE	66.258	424029	211728
d1_Col_03_Row_21	1	FALSE	FALSE	66.338	372463	189264
d1_Col_03_Row_22	1	FALSE	FALSE	66.13	345237	177988
d1_Col_03_Row_23	1	FALSE	FALSE	66.689	372366	188596
d1_Col_03_Row_24	1	FALSE	FALSE	66.088	347365	180030
d1_Col_03_Row_25	1	FALSE	FALSE	66.096	350652	178826
d1_Col_03_Row_26	1	FALSE	FALSE	65.844	34649	12230
d1_Col_03_Row_27	1	FALSE	FALSE	65.833	420597	219958
d1_Col_03_Row_28	1	FALSE	FALSE	66.075	391890	210543
d1_Col_03_Row_29	1	FALSE	FALSE	65.871	393876	201483
d1_Col_03_Row_30	1	FALSE	FALSE	97.984	465437	241917
d1_Col_03_Row_31	1	FALSE	FALSE	65.923	405990	210395
d1_Col_03_Row_32	1	TRUE	FALSE	65.046	10163	5211
d1_Col_03_Row_33	1	FALSE	FALSE	65.829	484591	245149
d1_Col_03_Row_34	1	FALSE	FALSE	66.126	422179	215830
d1_Col_03_Row_35	1	FALSE	FALSE	66.238	348143	185045
d1_Col_03_Row_36	1	FALSE	FALSE	66.137	47717	17440
d1_Col_03_Row_37	1	FALSE	FALSE	65.847	261644	129797
d1_Col_03_Row_38	1	FALSE	FALSE	79.036	403015	170357
d1_Col_03_Row_39	1	FALSE	FALSE	66.141	411082	206885
d1_Col_03_Row_40	1	FALSE	FALSE	66.268	363805	178586
d1_Col_04_Row_1	1	FALSE	FALSE	66.388	479394	238514
d1_Col_04_Row_2	1	FALSE	FALSE	66.016	380730	193805
d1_Col_04_Row_3	1	FALSE	FALSE	66.402	474420	232951
d1_Col_04_Row_4	1	FALSE	FALSE	66.032	500870	251887
d1_Col_04_Row_5	1	FALSE	FALSE	66.318	376555	190261
d1_Col_04_Row_6	1	FALSE	FALSE	66.045	485438	248613
d1_Col_04_Row_7	1	FALSE	FALSE	66.301	438032	225692
d1_Col_04_Row_8	1	FALSE	FALSE	66.064	376675	192408
d1_Col_04_Row_9	1	FALSE	FALSE	66.134	65900	33492
d1_Col_04_Row_10	1	TRUE	FALSE	69.987	39786	24119
d1_Col_04_Row_11	1	FALSE	FALSE	65.941	312372	158050
d1_Col_04_Row_12	1	FALSE	FALSE	66.324	252272	133598
d1_Col_04_Row_13	1	FALSE	FALSE	66.298	494383	250336
d1_Col_04_Row_14	1	FALSE	FALSE	66.413	341848	178791
d1_Col_04_Row_15	1	FALSE	FALSE	65.931	520711	257167
d1_Col_04_Row_16	1	FALSE	FALSE	102.017	423182	202310
d1_Col_04_Row_17	1	FALSE	FALSE	65.797	166392	86186
d1_Col_04_Row_18	1	FALSE	FALSE	65.822	324097	169196
d1_Col_04_Row_19	1	FALSE	FALSE	66.253	462029	233247
d1_Col_04_Row_20	1	FALSE	FALSE	66.185	438058	224681
d1_Col_04_Row_21	1	FALSE	FALSE	65.88	397060	207735
d1_Col_04_Row_22	1	FALSE	FALSE	66.249	510500	273267
d1_Col_04_Row_23	1	FALSE	FALSE	66.464	398534	198614
d1_Col_04_Row_24	1	FALSE	FALSE	66.514	550274	282341
d1_Col_04_Row_25	1	FALSE	FALSE	237.021	28214	12677
d1_Col_04_Row_26	1	FALSE	FALSE	66.137	38484	13946
d1_Col_04_Row_27	1	FALSE	FALSE	65.991	535716	285034
d1_Col_04_Row_28	1	FALSE	FALSE	66.012	392071	200040
d1_Col_04_Row_29	1	FALSE	FALSE	66.118	388169	194921
d1_Col_04_Row_30	1	FALSE	FALSE	66.088	533057	264036
d1_Col_04_Row_31	1	FALSE	FALSE	181.099	35345	15357
d1_Col_04_Row_32	1	FALSE	FALSE	66.323	649337	332496
d1_Col_04_Row_33	1	FALSE	FALSE	66.14	433436	221885
d1_Col_04_Row_34	1	FALSE	FALSE	66.259	514674	262321
d1_Col_04_Row_35	1	FALSE	FALSE	66.169	472368	241807
d1_Col_04_Row_36	1	FALSE	FALSE	66.141	184823	85600
d1_Col_04_Row_37	1	FALSE	FALSE	66.275	480389	231895
d1_Col_04_Row_38	1	FALSE	FALSE	65.835	399779	198234
d1_Col_04_Row_39	1	FALSE	FALSE	65.819	508167	257902
d1_Col_04_Row_40	1	FALSE	FALSE	65.877	384672	191720
d1_Col_05_Row_1	1	FALSE	FALSE	66.358	349000	195157
d1_Col_05_Row_2	1	FALSE	FALSE	257.451	4738	2000
d1_Col_05_Row_3	1	FALSE	FALSE	66.162	466138	241810
d1_Col_05_Row_4	1	FALSE	FALSE	65.996	501615	263759
d1_Col_05_Row_5	1	FALSE	FALSE	66.332	412524	212511
d1_Col_05_Row_6	1	FALSE	FALSE	66.315	439871	218295
d1_Col_05_Row_7	1	FALSE	FALSE	66.308	260980	130128
d1_Col_05_Row_8	1	FALSE	FALSE	66.107	345995	172628
d1_Col_05_Row_9	1	FALSE	FALSE	66.155	68168	35345
d1_Col_05_Row_10	1	FALSE	FALSE	66.033	276159	142967
d1_Col_05_Row_11	1	FALSE	FALSE	65.955	186711	87913
d1_Col_05_Row_12	1	FALSE	FALSE	95.323	365890	175502
d1_Col_05_Row_13	1	FALSE	FALSE	65.878	462565	232745
d1_Col_05_Row_14	1	FALSE	FALSE	66.095	374928	183664
d1_Col_05_Row_15	1	FALSE	FALSE	66.59	459414	239381
d1_Col_05_Row_16	1	FALSE	FALSE	185.987	299250	140710
d1_Col_05_Row_17	1	FALSE	FALSE	66.212	342097	176973
d1_Col_05_Row_18	1	FALSE	FALSE	66.402	477681	243634
d1_Col_05_Row_19	1	FALSE	FALSE	66.081	636736	326707
d1_Col_05_Row_20	1	FALSE	FALSE	78.125	24744	8792
d1_Col_05_Row_21	1	FALSE	FALSE	66.621	579725	301435
d1_Col_05_Row_22	1	FALSE	FALSE	66.297	371179	199592
d1_Col_05_Row_23	1	FALSE	FALSE	66.065	537322	280260
d1_Col_05_Row_24	1	FALSE	FALSE	66.386	416767	205330
d1_Col_05_Row_25	1	FALSE	FALSE	115.145	443344	216904
d1_Col_05_Row_26	1	FALSE	FALSE	66.309	11208	3661
d1_Col_05_Row_27	1	FALSE	FALSE	66.27	556591	286613
d1_Col_05_Row_28	1	FALSE	FALSE	66.293	436293	215483
d1_Col_05_Row_29	1	FALSE	FALSE	66.461	416325	218851
d1_Col_05_Row_30	1	FALSE	FALSE	65.883	548685	290874
d1_Col_05_Row_31	1	FALSE	FALSE	65.869	427835	206482
d1_Col_05_Row_32	1	FALSE	FALSE	66.26	487727	244852
d1_Col_05_Row_33	1	FALSE	FALSE	66.134	472801	237617
d1_Col_05_Row_34	1	FALSE	FALSE	65.99	380939	190388
d1_Col_05_Row_35	1	FALSE	FALSE	66.313	493866	241990
d1_Col_05_Row_36	1	FALSE	FALSE	66.622	42482	16905
d1_Col_05_Row_37	1	FALSE	FALSE	66.366	406384	212319
d1_Col_05_Row_38	1	FALSE	FALSE	66.217	517383	257367
d1_Col_05_Row_39	1	FALSE	FALSE	66.159	420667	210161
d1_Col_05_Row_40	1	FALSE	FALSE	66.081	358465	181053
d1_Col_06_Row_1	1	FALSE	FALSE	65.901	363287	182559
d1_Col_06_Row_2	1	FALSE	FALSE	66.072	268360	132993
d1_Col_06_Row_3	1	FALSE	FALSE	66.119	334863	168050
d1_Col_06_Row_4	1	FALSE	FALSE	65.996	374655	188233
d1_Col_06_Row_5	1	FALSE	FALSE	66.046	270603	137446
d1_Col_06_Row_6	1	FALSE	FALSE	66.098	333037	171473
d1_Col_06_Row_7	1	FALSE	FALSE	66.552	347432	182659
d1_Col_06_Row_8	1	FALSE	FALSE	65.978	296844	152091
d1_Col_06_Row_9	1	FALSE	FALSE	66.156	43585	21614
d1_Col_06_Row_10	1	FALSE	FALSE	66.402	182903	95495
d1_Col_06_Row_11	1	FALSE	FALSE	66.562	242702	126483
d1_Col_06_Row_12	1	FALSE	FALSE	67.993	240941	113653
d1_Col_06_Row_13	1	FALSE	FALSE	65.831	335606	177879
d1_Col_06_Row_14	1	FALSE	FALSE	66.446	289881	149031
d1_Col_06_Row_15	1	FALSE	FALSE	66.053	424009	216931
d1_Col_06_Row_16	1	FALSE	FALSE	65.804	317321	165663
d1_Col_06_Row_17	1	FALSE	FALSE	66.185	340638	170370
d1_Col_06_Row_18	1	FALSE	FALSE	66.303	339198	172628
d1_Col_06_Row_19	1	FALSE	FALSE	66.283	328871	177256
d1_Col_06_Row_20	1	FALSE	FALSE	66.274	409388	207742
d1_Col_06_Row_21	1	FALSE	FALSE	66.381	348514	178130
d1_Col_06_Row_22	1	FALSE	FALSE	65.809	374214	189705
d1_Col_06_Row_23	1	FALSE	FALSE	66.021	334489	177579
d1_Col_06_Row_24	1	FALSE	FALSE	66.187	358871	183715
d1_Col_06_Row_25	1	FALSE	FALSE	66.583	396097	203910
d1_Col_06_Row_26	1	FALSE	FALSE	66.967	33418	11908
d1_Col_06_Row_27	1	FALSE	FALSE	66.167	441595	230791
d1_Col_06_Row_28	1	FALSE	FALSE	66.123	352308	207996
d1_Col_06_Row_29	1	TRUE	FALSE	66	25610	13701
d1_Col_06_Row_30	1	FALSE	FALSE	66.107	389689	199470
d1_Col_06_Row_31	1	FALSE	FALSE	66.261	302528	152017
d1_Col_06_Row_32	1	FALSE	FALSE	66.139	370921	196164
d1_Col_06_Row_33	1	FALSE	FALSE	66.241	323303	162231
d1_Col_06_Row_34	1	FALSE	FALSE	66.412	370541	212679
d1_Col_06_Row_35	1	FALSE	FALSE	65.72	319618	161304
d1_Col_06_Row_36	1	FALSE	FALSE	65.917	25424	10220
d1_Col_06_Row_37	1	FALSE	FALSE	66.526	345924	173719
d1_Col_06_Row_38	1	FALSE	FALSE	66.239	314954	157107
d1_Col_06_Row_39	1	FALSE	FALSE	66.345	272393	136297
d1_Col_06_Row_40	1	FALSE	FALSE	65.83	278516	145426
d1_Col_07_Row_1	1	FALSE	FALSE	66.707	361487	174690
d1_Col_07_Row_2	1	FALSE	FALSE	66.762	441558	227676
d1_Col_07_Row_3	1	FALSE	FALSE	66.197	213703	93137
d1_Col_07_Row_4	1	FALSE	FALSE	66.187	424757	201929
d1_Col_07_Row_5	1	FALSE	FALSE	66.175	268631	132051
d1_Col_07_Row_6	1	FALSE	FALSE	66.219	374577	194654
d1_Col_07_Row_7	1	FALSE	FALSE	66.381	395161	199726
d1_Col_07_Row_8	1	FALSE	FALSE	66.345	299948	153545
d1_Col_07_Row_9	1	FALSE	FALSE	66.691	119931	60649
d1_Col_07_Row_10	1	FALSE	FALSE	66.637	287472	151609
d1_Col_07_Row_11	1	FALSE	FALSE	66.46	330999	163316
d1_Col_07_Row_12	1	FALSE	FALSE	66.373	246286	123184
d1_Col_07_Row_13	1	FALSE	FALSE	65.927	300115	152127
d1_Col_07_Row_14	1	FALSE	FALSE	66.488	272894	131832
d1_Col_07_Row_15	1	FALSE	FALSE	66.203	381068	183594
d1_Col_07_Row_16	1	FALSE	FALSE	66.333	335541	167763
d1_Col_07_Row_17	1	FALSE	FALSE	66.061	419330	198332
d1_Col_07_Row_18	1	FALSE	FALSE	66.631	285239	138936
d1_Col_07_Row_19	1	FALSE	FALSE	66.548	312852	154933
d1_Col_07_Row_20	1	FALSE	FALSE	66.064	382034	188751
d1_Col_07_Row_21	1	FALSE	FALSE	66.39	368164	182013
d1_Col_07_Row_22	1	FALSE	FALSE	66.413	460691	238755
d1_Col_07_Row_23	1	FALSE	FALSE	66.433	356405	175603
d1_Col_07_Row_24	1	FALSE	FALSE	66.408	347969	177416
d1_Col_07_Row_25	1	FALSE	FALSE	66.121	287044	138435
d1_Col_07_Row_26	1	FALSE	FALSE	67.865	26196	10203
d1_Col_07_Row_27	1	FALSE	FALSE	66.645	305039	155368
d1_Col_07_Row_28	1	FALSE	FALSE	65.963	415284	200611
d1_Col_07_Row_29	1	FALSE	FALSE	66.637	325040	158748
d1_Col_07_Row_30	1	FALSE	FALSE	66.026	370904	183122
d1_Col_07_Row_31	1	FALSE	FALSE	66.073	340819	160230
d1_Col_07_Row_32	1	FALSE	FALSE	66.258	315551	153218
d1_Col_07_Row_33	1	FALSE	FALSE	66.309	267376	130403
d1_Col_07_Row_34	1	FALSE	FALSE	96.141	194392	89080
d1_Col_07_Row_35	1	FALSE	FALSE	66.055	348884	165056
d1_Col_07_Row_36	1	FALSE	FALSE	66.081	25244	9376
d1_Col_07_Row_37	1	FALSE	FALSE	65.943	343707	168905
d1_Col_07_Row_38	1	FALSE	FALSE	66.355	453986	236315
d1_Col_07_Row_39	1	FALSE	FALSE	65.91	362967	189216
d1_Col_07_Row_40	1	FALSE	FALSE	66.326	257878	118869
d1_Col_08_Row_1	1	FALSE	FALSE	65.979	488397	254552
d1_Col_08_Row_2	1	FALSE	FALSE	65.911	387075	193713
d1_Col_08_Row_3	1	FALSE	FALSE	121.258	27817	9268
d1_Col_08_Row_4	1	FALSE	FALSE	66.441	433753	212552
d1_Col_08_Row_5	1	FALSE	FALSE	66.943	312493	152193
d1_Col_08_Row_6	1	FALSE	FALSE	66.944	425172	208328
d1_Col_08_Row_7	1	FALSE	FALSE	66.286	421386	214727
d1_Col_08_Row_8	1	FALSE	FALSE	66.344	429242	220360
d1_Col_08_Row_9	1	FALSE	FALSE	66.684	357476	180040
d1_Col_08_Row_10	1	FALSE	FALSE	152.069	424305	201273
d1_Col_08_Row_11	1	FALSE	FALSE	66.46	397324	206400
d1_Col_08_Row_12	1	FALSE	FALSE	66.682	517695	256832
d1_Col_08_Row_13	1	FALSE	FALSE	66.653	389749	182412
d1_Col_08_Row_14	1	FALSE	FALSE	66.052	119298	60689
d1_Col_08_Row_15	1	FALSE	FALSE	66.353	140351	69054
d1_Col_08_Row_16	1	FALSE	FALSE	68.326	221495	107046
d1_Col_08_Row_17	1	FALSE	FALSE	66.726	424226	206141
d1_Col_08_Row_18	1	FALSE	FALSE	66.574	435635	214124
d1_Col_08_Row_19	1	FALSE	FALSE	66.069	579480	317429
d1_Col_08_Row_20	1	FALSE	FALSE	66.599	460672	229895
d1_Col_08_Row_21	1	FALSE	FALSE	66.414	373233	188504
d1_Col_08_Row_22	1	FALSE	FALSE	66.067	526774	256946
d1_Col_08_Row_23	1	FALSE	FALSE	66.192	548721	295843
d1_Col_08_Row_24	1	FALSE	FALSE	66.386	423091	213279
d1_Col_08_Row_25	1	FALSE	FALSE	66.328	536130	268427
d1_Col_08_Row_26	1	FALSE	FALSE	66.462	32076	9687
d1_Col_08_Row_27	1	FALSE	FALSE	67.506	399436	183377
d1_Col_08_Row_28	1	FALSE	FALSE	66.011	484491	247706
d1_Col_08_Row_29	1	FALSE	FALSE	66.147	433318	213664
d1_Col_08_Row_30	1	TRUE	FALSE	74.702	28473	12834
d1_Col_08_Row_31	1	FALSE	FALSE	66.134	649867	334597
d1_Col_08_Row_32	1	FALSE	FALSE	66.141	371459	184509
d1_Col_08_Row_33	1	FALSE	FALSE	66.325	594236	304844
d1_Col_08_Row_34	1	FALSE	FALSE	66.055	427706	212949
d1_Col_08_Row_35	1	FALSE	FALSE	66.215	447856	212154
d1_Col_08_Row_36	1	FALSE	FALSE	198.607	12914	6462
d1_Col_08_Row_37	1	FALSE	FALSE	66.256	483561	241747
d1_Col_08_Row_38	1	FALSE	FALSE	66.395	380017	190949
d1_Col_08_Row_39	1	FALSE	FALSE	66.275	433493	208310
d1_Col_08_Row_40	1	FALSE	FALSE	67.055	251622	110084
d1_Col_09_Row_1	1	FALSE	FALSE	66.189	368834	200487
d1_Col_09_Row_2	1	FALSE	FALSE	66.398	367164	169190
d1_Col_09_Row_3	1	FALSE	FALSE	66.222	466821	233354
d1_Col_09_Row_4	1	FALSE	FALSE	66.288	388999	204377
d1_Col_09_Row_5	1	FALSE	FALSE	66.446	337070	175858
d1_Col_09_Row_6	1	FALSE	FALSE	66.101	352952	173712
d1_Col_09_Row_7	1	FALSE	FALSE	66.114	376865	190357
d1_Col_09_Row_8	1	FALSE	FALSE	66.305	422213	225361
d1_Col_09_Row_9	1	FALSE	FALSE	65.776	329212	169625
d1_Col_09_Row_10	1	FALSE	FALSE	66.608	341965	178387
d1_Col_09_Row_11	1	FALSE	FALSE	66.298	427717	210200
d1_Col_09_Row_12	1	FALSE	FALSE	65.731	40239	15371
d1_Col_09_Row_13	1	FALSE	FALSE	66.469	177894	86385
d1_Col_09_Row_14	1	FALSE	FALSE	66.545	185109	91444
d1_Col_09_Row_15	1	FALSE	FALSE	66.386	79921	35797
d1_Col_09_Row_16	1	FALSE	FALSE	66.352	273977	139252
d1_Col_09_Row_17	1	FALSE	TRUE	66.405	307568	149892
d1_Col_09_Row_18	1	FALSE	FALSE	66.398	330151	169084
d1_Col_09_Row_19	1	FALSE	FALSE	66.549	298537	150673
d1_Col_09_Row_20	1	FALSE	FALSE	66.314	282284	137946
d1_Col_09_Row_21	1	FALSE	FALSE	66.456	402421	190224
d1_Col_09_Row_22	1	FALSE	FALSE	66.322	388796	194011
d1_Col_09_Row_23	1	FALSE	FALSE	66.593	355031	185049
d1_Col_09_Row_24	1	FALSE	FALSE	66.325	353869	178318
d1_Col_09_Row_25	1	FALSE	FALSE	66.653	328952	156926
d1_Col_09_Row_26	1	FALSE	FALSE	66.395	16357	4595
d1_Col_09_Row_27	1	FALSE	FALSE	66.624	434906	212084
d1_Col_09_Row_28	1	FALSE	FALSE	66.293	324824	161734
d1_Col_09_Row_29	1	FALSE	FALSE	66.263	367655	168599
d1_Col_09_Row_30	1	FALSE	FALSE	66.272	362177	173415
d1_Col_09_Row_31	1	FALSE	FALSE	66.407	322473	166947
d1_Col_09_Row_32	1	FALSE	FALSE	66.079	439363	229220
d1_Col_09_Row_33	1	FALSE	FALSE	393.163	23171	10603
d1_Col_09_Row_34	1	FALSE	FALSE	66.465	342942	168323
d1_Col_09_Row_35	1	FALSE	FALSE	66.22	363104	163286
d1_Col_09_Row_36	1	FALSE	FALSE	65.899	229800	110233
d1_Col_09_Row_37	1	FALSE	FALSE	66.037	351396	164723
d1_Col_09_Row_38	1	FALSE	FALSE	66.012	396502	199727
d1_Col_09_Row_39	1	FALSE	FALSE	66.235	296577	149331
d1_Col_09_Row_40	1	FALSE	FALSE	66.102	318383	159541
d1_Col_10_Row_1	1	FALSE	FALSE	66.146	445568	218736
d1_Col_10_Row_2	1	FALSE	FALSE	66.254	343800	169508
d1_Col_10_Row_3	1	FALSE	FALSE	66.112	410161	204234
d1_Col_10_Row_4	1	FALSE	FALSE	66.137	392381	188811
d1_Col_10_Row_5	1	FALSE	FALSE	66.42	448997	227440
d1_Col_10_Row_6	1	FALSE	FALSE	66.436	443509	231559
d1_Col_10_Row_7	1	FALSE	FALSE	65.955	365413	186958
d1_Col_10_Row_8	1	FALSE	FALSE	66.143	289603	144662
d1_Col_10_Row_9	1	FALSE	FALSE	66.057	632523	317801
d1_Col_10_Row_10	1	FALSE	FALSE	66.565	409046	201201
d1_Col_10_Row_11	1	FALSE	FALSE	66.239	390217	194793
d1_Col_10_Row_12	1	FALSE	FALSE	75.596	101201	49685
d1_Col_10_Row_13	1	FALSE	FALSE	66.273	307113	148164
d1_Col_10_Row_14	1	FALSE	FALSE	66.93	569384	273017
d1_Col_10_Row_15	1	FALSE	FALSE	66.472	505309	248124
d1_Col_10_Row_16	1	FALSE	FALSE	65.964	346671	176213
d1_Col_10_Row_17	1	FALSE	FALSE	66.224	248882	117839
d1_Col_10_Row_18	1	TRUE	FALSE	66.47	41800	19324
d1_Col_10_Row_19	1	FALSE	FALSE	66.323	346201	173979
d1_Col_10_Row_20	1	FALSE	FALSE	66.157	445111	234248
d1_Col_10_Row_21	1	FALSE	FALSE	66.483	349682	166164
d1_Col_10_Row_22	1	FALSE	FALSE	66.128	511830	263662
d1_Col_10_Row_23	1	FALSE	TRUE	66.253	474448	242356
d1_Col_10_Row_24	1	FALSE	FALSE	66.066	483560	259893
d1_Col_10_Row_25	1	FALSE	FALSE	66.512	378177	182785
d1_Col_10_Row_26	1	FALSE	FALSE	66.438	7371	2696
d1_Col_10_Row_27	1	FALSE	FALSE	65.83	460731	209924
d1_Col_10_Row_28	1	FALSE	FALSE	66.317	379987	185613
d1_Col_10_Row_29	1	FALSE	FALSE	66.402	453748	218800
d1_Col_10_Row_30	1	FALSE	FALSE	65.983	377633	190300
